E_L93	N_L93	nb_m2	g_m2	Nb_0.25m2	g_0.25m2	Points	Annee
376755.482	6407842.176	72	584.508080985585	18	146.127020246396	Z3_11	2003
376907.233	6407964.089	4	24.62	1	6.155	Z3_12	2003
376036.433	6407490.128	12	85.8	3	21.45	Z3_13	2003
376027.314	6407824.281	6	74.04	1.5	18.51	Z3_2	2003
377348.727	6407551.984	48	272.64	12	68.16	Z3_3	2003
377453.275	6407528.047	8	42.32	2	10.58	Z3_4	2003
377440.437	6408047.762	4	48.4	1	12.1	Z3_5	2003
377359.828	6407254.809	2	6.56	0.5	1.64	Z3_6	2003
376067.602	6407581.201	160	1006.36026749327	40	251.590066873317	Z3_7	2003
377017.314	6407791.558	92	834.886956432425	23	208.721739108106	Z3_8	2003
376817.592	6407764.812	34	414.38	8.5	103.595	Z3_9	2003
371901.164	6413438.839	48	457.879317707074	12	114.469829426769	A_1	2006
371660.452	6412880.023	30	227.048622927516	7.5	56.7621557318791	A_2	2006
371061.613	6412374.372	8	101.296885298933	2	25.3242213247333	A_3	2006
372372.185	6413548.495	16	120.701707639269	4	30.1754269098172	A_4	2006
372485.727	6414229.43	0	0	0	0,0	A_5	2006
371246.665	6413843.929	6	48.2040728104969	1.5	12.0510182026242	A_6	2006
373080.004	6413736.562	12	116.534211354144	3	29.133552838536	A_7	2006
372826.999	6413280.435	14	111.186630744744	3.5	27.7966576861859	A_8	2006
372610.866	6412843.622	8	69.5725260419807	2	17.3931315104952	A_13	2006
372483.794	6413159.455	2	26.1416347227299	0.5	6.53540868068247	A_14	2006
371497.001	6413816.525	34	250.578634070144	8.5	62.6446585175361	A_17	2006
371255.41	6412708.247	28	207.173352667282	7	51.7933381668205	A_18	2006
372389.734	6413127.538	26	202.599326078501	6.5	50.6498315196251	A_20	2006
371046.259	6412264.608	2	22.0672976280449	0.5	5.51682440701122	A_21	2006
371026.868	6412082.608	0	0	0	0,0	A_22	2006
372764.985	6413565.995	0	0	0	0,0	A_23	2006
371853.45	6413035.909	18	180.596811738918	4.5	45.1492029347295	A_30	2006
371718.424	6413600.714	0	0	0	0,0	A_31	2006
372362.986	6413761.023	8	57.4615000181045	2	14.3653750045261	A_32	2006
371310.846	6412972.478	10	82.0481086307892	2.5	20.5120271576973	A_33	2006
372554.46	6413804.805	8	73.4761951859474	2	18.3690487964868	A_37	2006
372215.488	6413700.849	2	10.0026207358922	0.5	2.50065518397304	A_38	2006
371331.053	6412196.955	38	355.159278975315	9.5	88.7898197438288	A_42	2006
371683.542	6413444.346	8	62.1999349749941	2	15.5499837437485	A_43	2006
371171.542	6412821.052	0	0	0	0,0	A_44	2006
372808.091	6414023.209	4	35.8593339088776	1	8.96483347721939	A_46	2006
371131.791	6412434.434	32	251.008530157296	8	62.7521325393241	A_49	2006
371345.224	6413682.902	14	102.601946167587	3.5	25.6504865418967	A_50	2006
371453.213	6413614.315	0	0	0	0,0	A_51	2006
372419.059	6414172.221	18	183.133812739078	4.5	45.7834531847694	A_53	2006
372670.009	6413245.187	0	0	0	0,0	A_54	2006
372174.807	6413994.326	10	70.9374114754841	2.5	17.734352868871	A_56	2006
371216.365	6412085.285	16	46.5735317986357	4	11.6433829496589	A_59	2006
372290.931	6413614.728	0	0	0	0,0	A_61	2006
371570.157	6412816.437	128	1258.74042851076	32	314.685107127689	A_68	2006
372320.867	6413587.033	24	144.204052426061	6	36.0510131065152	A_71	2006
371701.527	6413676.799	0	0	0	0,0	A_73	2006
372758.677	6414084.72	4	38.5792517719069	1	9.64481294297674	A_74	2006
371680.216	6413956.184	0	0	0	0,0	A_80	2006
371482.065	6412471.049	20	184.966104371764	5	46.241526092941	A_83	2006
373302.072	6413601.335	32	209.538596036109	8	52.3846490090273	A_85	2006
373161.538	6413431.96	0	0	0	0,0	A_94	2006
371816.576	6413458.464	22	192.464445117806	5.5	48.1161112794516	A_95	2006
371046.673	6414373.079	6	31.0808685174775	1.5	7.77021712936939	A_105	2006
370915.166	6413831.738	8	61.7614992362959	2	15.440374809074	A_109	2006
372149.903	6413276.47	10	91.6976147325858	2.5	22.9244036831464	A_111	2006
372176.104	6412995.163	64	616.326288121717	16	154.081572030429	A_112	2006
372709.335	6413018.797	44	405.781458728439	11	101.44536468211	A_113	2006
371634.768	6413126.667	50	507.363423319325	12.5	126.840855829831	A_114	2006
371373.345	6414098.405	6	30.4626597706186	1.5	7.61566494265464	A_115	2006
372000.204	6413801.297	8	38.0504619935007	2	9.51261549837517	A_116	2006
371859.114	6414219.435	22	145.368185907113	5.5	36.3420464767782	A_117	2006
372112.524	6414362.208	6	24.2843106392689	1.5	6.07107765981723	A_118	2006
371690.729	6414812.285	2	22.0672976280449	0.5	5.51682440701122	A_119	2006
371557.744	6415075.286	0	0	0	0,0	A_120	2006
371246.589	6414971.868	14	148.718995969127	3.5	37.1797489922818	A_121	2006
372307.001	6414428.059	0	0	0	0,0	A_122	2006
372564.475	6414018.424	12	85.0707404029957	3	21.2676851007489	A_123	2006
372871.868	6413753.646	60	388.666163647788	15	97.166540911947	A_124	2006
372529.076	6413398.578	0	0	0	0,0	A_125	2006
372426.354	6412827.871	26	249.700983929244	6.5	62.425245982311	A_126	2006
371289.007	6412480.904	40	352.67468725759	10	88.1686718143975	A_127	2006
371067.042	6412570.389	12	109.204898512028	3	27.3012246280071	A_128	2006
371091.856	6414052.823	4	0.892415670860319	1	0.22310391771508	A_129	2006
372985.08	6413452.081	0	0	0	0,0	A_132	2006
371843.588	6413647.84	2	0.843935594615146	0.5	0.210983898653786	A_133	2006
371514.443	6413680.266	0	0	0	0,0	A_134	2006
371636.549	6414250.773	0	0	0	0,0	A_135	2006
372105.2	6414594.857	0	0	0	0,0	A_136	2006
371971.435	6412880.959	22	220.232592480405	5.5	55.0581481201014	A_137	2006
371886.302	6414035.035	32	213.487992048248	8	53.3719980120621	A_138	2006
372474.501	6413748	8	50.3954926837707	2	12.5988731709427	A_139	2006
371465.594	6414591.692	12	89.9367819452851	3	22.4841954863213	A_140	2006
374537.896	6411678.198	42	305.041574337978	10.5	76.2603935844945	B_1	2006
374957.477	6412079.368	20	152.624249091063	5	38.1560622727658	B_2	2006
377486.055	6408814.069	56	355.583625904836	14	88.8959064762089	B_3	2006
377644.852	6408481.686	0	0	0	0,0	B_4	2006
376770.014	6409912.574	8	64.8532977976099	2	16.2133244494025	B_5	2006
376509.622	6409517.976	2	16.7914410526356	0.5	4.19786026315891	B_6	2006
376763.778	6409865.596	10	92.7465328382116	2.5	23.1866332095529	B_7	2006
378688.625	6408475.069	22	166.583386702491	5.5	41.6458466756228	B_8	2006
377275.617	6408528.693	4	17.0863255553745	1	4.27158138884362	B_9	2006
374766.473	6412314.609	18	130.111557180893	4.5	32.5278892952231	B_10	2006
376647.114	6408333.128	2	16.7914410526356	0.5	4.19786026315891	B_11	2006
377398.919	6409253.209	12	83.9701006630073	3	20.9925251657518	B_12	2006
378024.363	6408674.784	0	0	0	0,0	B_13	2006
375299.791	6411680.623	0	0	0	0,0	B_14	2006
376301.313	6410527.306	0	0	0	0,0	B_15	2006
376671.373	6408276.761	4	32.0336352221991	1	8.00840880554978	B_16	2006
374056.132	6412572.331	52	422.816576852983	13	105.704144213246	B_17	2006
373997.519	6413106.798	0	0	0	0,0	B_18	2006
374837.427	6412312.667	6	43.318366667325	1.5	10.8295916668312	B_19	2006
373830.245	6412496.65	20	158.596641235451	5	39.6491603088627	B_20	2006
376992.077	6409861.623	16	110.302165246192	4	27.5755413115481	B_21	2006
374733.254	6412010.074	2	16.7914410526356	0.5	4.19786026315891	B_23	2006
376963.258	6409924.596	30	189.899508773798	7.5	47.4748771934495	B_24	2006
373577.644	6412743.516	6	118.285205728166	1.5	29.5713014320415	B_26	2006
373727.787	6412690.344	16	99.4376619157668	4	24.8594154789417	B_27	2006
378262.934	6408662.353	2	3.4261424402037	0.5	0.856535610050926	B_30	2006
374832.881	6412697.898	6	44.6727858989806	1.5	11.1681964747451	B_32	2006
375212.366	6412305.603	2	28.3560590036163	0.5	7.08901475090408	B_33	2006
376994.434	6409959.787	8	56.9772278031371	2	14.2443069507843	B_34	2006
374613.205	6411371.529	20	180.160078267511	5	45.0400195668779	B_35	2006
377173.327	6409332.819	48	281.809088755114	12	70.4522721887785	B_36	2006
375442.156	6412166.663	4	38.643762070335	1	9.66094051758374	B_37	2006
374010.638	6413222.993	8	73.6189977420969	2	18.4047494355242	B_38	2006
377562.214	6408566.657	2	11.1755916070326	0.5	2.79389790175814	B_40	2006
376322.793	6409712.142	2	16.7914410526356	0.5	4.19786026315891	B_41	2006
376357.468	6410016.617	14	137.436877590965	3.5	34.3592193977413	B_42	2006
376281.133	6411160.665	10	74.0899764473796	2.5	18.5224941118449	B_43	2006
374851.997	6411555.065	76	548.295958696327	19	137.073989674082	B_44	2006
373058.686	6412775.693	38	204.47923136774	9.5	51.1198078419351	B_45	2006
374651.946	6412481.587	6	44.7784695237363	1.5	11.1946173809341	B_46	2006
374366.317	6412068.771	50	332.04730882936	12.5	83.0118272073399	B_47	2006
374772.284	6411228.808	22	96.7028128031568	5.5	24.1757032007892	B_48	2006
376356.074	6410222.663	0	0	0	0,0	B_49	2006
374128.567	6410579.936	44	301.255364249252	11	75.313841062313	B_51	2006
377639.184	6408654.865	6	42.0699045105387	1.5	10.5174761276347	B_55	2006
377296.229	6408423.388	0	0	0	0,0	B_56	2006
375374.222	6412184.419	0	0	0	0,0	B_58	2006
376567.351	6410861.925	4	31.3762211083967	1	7.84405527709916	B_59	2006
373830.152	6412857.533	0	0	0	0,0	B_62	2006
377863.248	6408715.048	2	16.7914410526356	0.5	4.19786026315891	B_63	2006
373200.17	6413028.5	16	106.116323386559	4	26.5290808466398	B_65	2006
377353.748	6408752.845	58	323.453888746733	14.5	80.8634721866831	B_66	2006
377293.089	6409826.044	12	74.1645911855341	3	18.5411477963835	B_67	2006
378302.517	6408807.754	10	58.6650326426009	2.5	14.6662581606502	B_68	2006
376526.048	6410479.705	0	0	0	0,0	B_69	2006
376843.914	6409133.414	106	655.28354247548	26.5	163.82088561887	B_70	2006
377396.616	6408425.528	14	116.667871805023	3.5	29.1669679512558	B_73	2006
379239.997	6408113.858	0	0	0	0,0	B_75	2006
375831.254	6411405.158	4	36.8862651379417	1	9.22156628448543	B_76	2006
379075.849	6408335.052	20	171.390028999022	5	42.8475072497554	B_78	2006
376933.101	6408324.763	12	112.781219554241	3	28.1953048885601	B_79	2006
375776.214	6411808.077	2	16.7914410526356	0.5	4.19786026315891	B_81	2006
374636.087	6411403.024	26	223.036439214183	6.5	55.7591098035456	B_84	2006
374617.989	6412146.799	66	453.257492189795	16.5	113.314373047449	B_86	2006
376407.076	6409711.456	38	387.220546181441	9.5	96.8051365453604	B_88	2006
375914.758	6411009.514	26	210.64766377032	6.5	52.6619159425801	B_89	2006
376675.515	6410729.46	8	72.5440654192149	2	18.1360163548037	B_90	2006
375375.136	6412138.674	2	13.7920362808327	0.5	3.44800907020817	B_92	2006
374545.533	6411151.894	156	1309.40709654927	39	327.351774137318	B_94	2006
374328.617	6412585.721	0	0	0	0,0	B_101	2006
376209.253	6410927.096	0	0	0	0,0	B_102	2006
376810.846	6410374.484	18	134.293214129088	4.5	33.5733035322721	B_103	2006
376579.159	6409982.143	24	170.033985952237	6	42.5084964880593	B_104	2006
376801.588	6409463.736	80	538.34788364079	20	134.586970910197	B_105	2006
377591.198	6409486.078	4	40.8379486354062	1	10.2094871588515	B_106	2006
377951.484	6409087.718	2	22.0672976280449	0.5	5.51682440701122	B_107	2006
377221.505	6408958.512	16	122.315537314472	4	30.5788843286181	B_108	2006
377050.838	6408595.906	36	248.387451223316	9	62.0968628058291	B_109	2006
378278.322	6408386.077	38	271.611239238465	9.5	67.9028098096163	B_110	2006
374759.98	6411716.053	58	497.859743055508	14.5	124.464935763877	B_111	2006
377076.81	6409658.289	34	313.564630476524	8.5	78.3911576191311	B_112	2006
373544.9	6413140.198	16	135.455554555176	4	33.8638886387941	B_113	2006
375593.881	6411616.481	0	0	0	0,0	B_114	2006
376846.665	6409417.742	30	156.468981856063	7.5	39.1172454640158	B_116	2006
376834.105	6409675.934	8	51.7416377893916	2	12.9354094473479	B_117	2006
378671.434	6408230.284	24	98.0082352303177	6	24.5020588075794	B_118	2006
378172.995	6408478.236	0	0	0	0,0	B_119	2006
378432.889	6408657.768	0	0	0	0,0	B_120	2006
376549.564	6410058.349	68	451.300278463532	17	112.825069615883	B_121	2006
375161.663	6405446.761	0	0	0	0,0	C_1	2006
375389.09	6405411.487	0	0	0	0,0	C_2	2006
375289.837	6405611.336	2	0.351051712994005	1	0.175525856497003	C_3	2006
377049.996	6405904.617	0	0	0	0,0	C_4	2006
376870.595	6404474.529	2	26.1416347227299	1	13.0708173613649	C_5	2006
376862.703	6406283.812	4	33.6853267385343	2	16.8426633692672	C_6	2006
376451.379	6405182.539	46	335.166854229148	23	167.583427114574	C_7	2006
376570.924	6406370.804	2	7.91051524289115	1	3.95525762144558	C_8	2006
377303.239	6404195.236	24	164.320157767263	12	82.1600788836313	C_12	2006
377244.101	6406380.556	4	40.5104301970157	2	20.2552150985079	C_13	2006
375599.844	6405616.029	0	0	0	0,0	C_14	2006
377891.241	6404668.445	4	36.9920705539997	2	18.4960352769999	C_15	2006
375291.966	6405440.428	0	0	0	0,0	C_16	2006
376285.64	6404669.141	8	83.3275887871476	4	41.6637943935738	C_17	2006
374934.08	6405533.47	0	0	0	0,0	C_18	2006
376594.453	6403965.13	16	170.183084970248	8	85.0915424851238	C_19	2006
376928.485	6406929.391	0	0	0	0,0	C_22	2006
377371.633	6404560.83	38	198.084790174056	19	99.0423950870278	C_23	2006
376856.99	6404733.27	18	94.7825454401499	9	47.391272720075	C_26	2006
377169.267	6405230.682	18	62.71494700115	9	31.357473500575	C_29	2006
375704.128	6405775.997	2	20.2006295013641	1	10.100314750682	C_31	2006
378415.554	6403605.069	2	15.2421941695635	1	7.62109708478175	C_35	2006
376060.041	6405252.977	12	81.753130384044	6	40.876565192022	C_36	2006
376308.705	6405618.146	4	42.267927129409	2	21.1339635647045	C_37	2006
377168.354	6404373.463	20	154.771034449696	10	77.3855172248482	C_39	2006
376603.191	6406284.033	4	25.7068121107984	2	12.8534060553992	C_40	2006
378033.394	6403870.942	0	0	0	0,0	C_41	2006
376731.584	6406095.746	4	20.7767685077672	2	10.3883842538836	C_42	2006
377314.23	6404062.804	12	108.812687875614	6	54.4063439378068	C_43	2006
375748.787	6405277.089	6	66.5428937254581	3	33.271446862729	C_45	2006
378182.226	6403856.974	4	32.6382465505412	2	16.3191232752706	C_46	2006
378415.554	6403605.069	34	192.038514285569	17	96.0192571427846	C_50	2006
376765.789	6404180.505	18	129.266360440283	9	64.6331802201416	C_51	2006
377872.596	6403825.75	10	86.7391794007852	5	43.3695897003926	C_55	2006
376331.432	6405053.229	10	81.4105513961097	5	40.7052756980549	C_56	2006
376719.141	6406402.896	0	0	0	0,0	C_59	2006
377200.576	6404702.357	36	271.859090104055	18	135.929545052028	C_60	2006
377936.156	6404106.321	26	150.501104132691	13	75.2505520663457	C_61	2006
376709.441	6406533.364	8	53.0830780443865	4	26.5415390221932	C_62	2006
377515.921	6404450.937	28	206.056369369481	14	103.028184684741	C_65	2006
377343.216	6406096.006	30	196.561112251343	15	98.2805561256714	C_66	2006
375268.238	6405423.095	0	0	0	0,0	C_68	2006
376960.001	6406346.713	68	485.139989154017	34	242.569994577009	C_72	2006
377155.531	6406090.406	16	79.7002984608388	8	39.8501492304194	C_76	2006
377278.277	6405709.307	14	123.541740959298	7	61.7708704796491	C_77	2006
377148.9	6405437.916	2	22.0672976280449	1	11.0336488140224	C_78	2006
377779.041	6405149.061	4	38.643762070335	2	19.3218810351675	C_79	2006
378142.279	6404473.325	4	50.1881423055005	2	25.0940711527502	C_80	2006
378138.818	6404132.473	0	0	0	0,0	C_81	2006
377612.542	6404098.86	0	0	0	0,0	C_82	2006
376318.581	6404238.626	28	216.266792785934	14	108.133396392967	C_83	2006
376575.745	6404625.603	174	884.998504051073	87	442.499252025537	C_84	2006
376432.538	6404909.514	12	132.67310640733	6	66.336553203665	C_85	2006
374876.096	6404290.61	0	0	0	0,0	D_1	2006
376475.219	6402744.615	2	10.0026207358922	1	5.00131036794608	D_2	2006
376012.577	6402949.71	4	22.7074073389955	2	11.3537036694977	D_3	2006
375654.746	6403615.046	2	26.1416347227299	1	13.0708173613649	D_4	2006
375027.105	6404102.708	6	31.537287184459	3	15.7686435922295	D_5	2006
373911.589	6403490.337	0	0	0	0,0	D_6	2006
374601.023	6403618.849	0	0	0	0,0	D_7	2006
375944.229	6402887.924	0	0	0	0,0	D_8	2006
378216.197	6402843.119	0	0	0	0,0	D_9	2006
376050.822	6403025.069	8	84.9792803034829	4	42.4896401517414	D_11	2006
373349.253	6404048.58	0	0	0	0,0	D_12	2006
375291.841	6402837.996	0	0	0	0,0	D_13	2006
372809.276	6403781.071	0	0	0	0,0	D_14	2006
375015.134	6403197.348	0	0	0	0,0	D_15	2006
378135.187	6402651.657	0	0	0	0,0	D_16	2006
372715.606	6403651.674	0	0	0	0,0	D_17	2006
376277.335	6402861.132	2	22.0672976280449	1	11.0336488140224	D_18	2006
373402.257	6403162.481	0	0	0	0,0	D_20	2006
376665.299	6402912.622	0	0	0	0,0	D_21	2006
375134.595	6404250.45	0	0	0	0,0	D_24	2006
374838.551	6403270.344	0	0	0	0,0	D_26	2006
372969.13	6402838.668	8	51.6934158114147	4	25.8467079057073	D_27	2006
375852.121	6402758.457	0	0	0	0,0	D_28	2006
373145.517	6403310.652	0	0	0	0,0	D_29	2006
374350.031	6403531.399	0	0	0	0,0	D_31	2006
375619.158	6403614.108	6	57.3018712496514	3	28.6509356248257	D_32	2006
377077.031	6403295.113	0	0	0	0,0	D_33	2006
372410.493	6403956.855	0	0	0	0,0	D_34	2006
372485.173	6403824.802	0	0	0	0,0	D_35	2006
375556.893	6403614.692	6	57.3018712496514	3	28.6509356248257	D_36	2006
374207.961	6403318.859	0	0	0	0,0	D_37	2006
375949.886	6402626.252	0	0	0	0,0	D_42	2006
377717.003	6402988.028	18	152.530386192101	9	76.2651930960504	D_44	2006
374467.747	6403122.142	6	61.573914479446	3	30.786957239723	D_45	2006
375077.689	6402916.852	0	0	0	0,0	D_46	2006
372769.362	6402770.044	0	0	0	0,0	D_47	2006
377376.228	6403207.478	2	15.2421941695635	1	7.62109708478175	D_50	2006
377458.25	6403533.976	10	69.0774699098277	5	34.5387349549139	D_51	2006
376439.606	6402590.79	0	0	0	0,0	D_52	2006
373143.953	6403073.818	2	24.0465075827706	1	12.0232537913853	D_54	2006
375306.916	6403004.974	0	0	0	0,0	D_55	2006
378100.585	6403213.555	4	27.9670326596682	2	13.9835163298341	D_56	2006
375398.066	6403142.377	0	0	0	0,0	D_58	2006
375854.129	6402959.828	8	48.0765985236383	4	24.0382992618192	D_59	2006
376609.042	6402599.436	2	18.4431325689709	1	9.22156628448543	D_60	2006
377648.982	6402921.959	0	0	0	0,0	D_62	2006
378326.722	6402886.343	0	0	0	0,0	D_65	2006
375560.745	6403343.783	0	0	0	0,0	D_66	2006
372561.084	6403506.442	0	0	0	0,0	D_69	2006
374333.43	6403900.96	0	0	0	0,0	D_73	2006
373321.735	6403359.035	0	0	0	0,0	D_74	2006
374243.998	6403002.525	6	27.0529143817715	3	13.5264571908858	D_75	2006
378549.334	6402821.402	0	0	0	0,0	D_76	2006
375179.604	6403943.214	4	36.9920705539997	2	18.4960352769999	D_78	2006
373481.658	6403718.478	0	0	0	0,0	D_79	2006
377648.662	6402844.204	0	0	0	0,0	D_81	2006
375549.803	6403865.07	24	161.237559274885	12	80.6187796374427	D_82	2006
378922.742	6403118.102	0	0	0	0,0	D_83	2006
376630.002	6402550.826	4	23.0918410751683	2	11.5459205375841	D_84	2006
374611.058	6404063.555	0	0	0	0,0	D_88	2006
373589.484	6403351.368	0	0	0	0,0	D_91	2006
373981.669	6403195.919	0	0	0	0,0	D_92	2006
373677.406	6403062.717	0	0	0	0,0	D_93	2006
372860.434	6403146.756	2	8.91537105816279	1	4.45768552908139	D_94	2006
372787.648	6403435.262	0	0	0	0,0	D_95	2006
375288.777	6403652.118	20	123.312807787885	10	61.6564038939424	D_96	2006
375799.803	6403268.291	4	44.2471370841347	2	22.1235685420673	D_97	2006
375509.607	6403028.925	6	80.8813071667986	3	40.4406535833993	D_98	2006
375613.149	6402785.542	0	0	0	0,0	D_99	2006
376884.593	6402712.03	0	0	0	0,0	D_100	2006
377368.877	6402676.818	6	28.1475685658696	3	14.0737842829348	D_101	2006
377251.112	6403011.217	0	0	0	0,0	D_102	2006
374476.959	6409282.533	26	182.2324848555	6.5	45.5581212138749	E_1	2006
374321.279	6408922.809	12	103.388719893917	3	25.8471799734791	E_2	2006
375226.241	6407745.611	6	75.3044363840206	1.5	18.8261090960052	E_3	2006
375203.927	6407712.047	0	0	0	0,0	E_4	2006
375009.701	6408045.776	10	56.154069648415	2.5	14.0385174121038	E_5	2006
374855.118	6409528.231	6	23.5357083041738	1.5	5.88392707604346	E_7	2006
374933.125	6407597.672	50	337.206783841533	12.5	84.3016959603832	E_8	2006
374628.386	6409030.175	12	98.05861556915	3	24.5146538922875	E_9	2006
374328.074	6409147.355	0	0	0	0,0	E_10	2006
375365.632	6408141.403	6	23.0922470328252	1.5	5.7730617582063	E_11	2006
374112.909	6409505.637	16	66.4800458786638	4	16.6200114696659	E_12	2006
374407.87	6409560.095	26	219.217581973751	6.5	54.8043954934378	E_13	2006
373903.77	6409268.845	0	0	0	0,0	E_14	2006
374685.881	6409018.915	6	47.8467732812283	1.5	11.9616933203071	E_15	2006
375237.284	6408050.819	56	423.69547761302	14	105.923869403255	E_16	2006
374761.82	6407680.818	18	181.463483873171	4.5	45.3658709682928	E_17	2006
375165.016	6407888.458	10	103.865848496078	2.5	25.9664621240194	E_19	2006
374959.261	6407998.926	0	0	0	0,0	E_20	2006
374022.639	6409269.936	0	0	0	0,0	E_22	2006
374731.099	6409333.54	24	244.000638269843	6	61.0001595674607	E_36	2006
374555.71	6408425.146	6	41.4718474995732	1.5	10.3679618748933	E_37	2006
370062.723	6408872.462	36	236.769216333922	9	59.1923040834806	F_1	2006
369896.943	6408086.59	0	0	0	0,0	F_2	2006
369950.648	6407898.053	0	0	0	0,0	F_3	2006
370242.906	6408357.97	2	13.7920362808327	0.5	3.44800907020817	F_4	2006
369993.429	6408944.075	78	387.36916958711	19.5	96.8422923967776	F_5	2006
370082.651	6408181.743	0	0	0	0,0	F_6	2006
370091.883	6408963.464	82	460.296972718984	20.5	115.074243179746	F_7	2006
371891.886	6411510.782	32	80.4963212678982	8	20.1240803169746	G_1	2006
371765.021	6411775.296	22	29.6316222334824	5.5	7.40790555837059	G_2	2006
372036.701	6411054.823	0	0	0	0,0	G_3	2006
371355.835	6411689.489	0	0	0	0,0	G_4	2006
371902.692	6411092.317	8	35.9550613370484	2	8.9887653342621	G_5	2006
371211.295	6411446.319	0	0	0	0,0	G_6	2006
371821.868	6412037.774	4	30.8807496181479	1	7.72018740453698	G_7	2006
371849.705	6411747.381	22	109.281070183605	5.5	27.3202675459013	G_8	2006
371730.293	6411279.351	40	184.326530120035	10	46.0816325300088	G_10	2006
372505.811	6410394.746	36	322.125561589949	9	80.5313903974873	H_1	2006
372469.169	6410241.281	24	140.966509112454	6	35.2416272781136	H_2	2006
372617.552	6409847.63	6	39.4988483916311	1.5	9.87471209790777	H_3	2006
372750.145	6411194.201	8	90.3609422949501	2	22.5902355737375	H_4	2006
373128.319	6410634.228	70	376.119426199176	17.5	94.029856549794	H_5	2006
373244.657	6411348.366	26	162.602651293936	6.5	40.6506628234841	H_7	2006
373418.261	6411375.549	22	87.2495409099192	5.5	21.8123852274798	H_8	2006
